City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Qasigiannguit,19,GL,1570079314,33,68.82,-51.19,46.4,27.51
Carutapera,0,BR,1570079314,77,-1.2,-46.02,78.16,6.78
Bowen,75,AU,1570079315,61,-20.01,148.25,77.0,24.16
Carballo,0,ES,1570079315,100,43.21,-8.69,57.99,8.05
Cabedelo,20,BR,1570079315,94,-6.97,-34.84,71.6,3.36
San Quintin,28,PH,1570079316,74,17.54,120.52,83.92,7.07
Rawson,0,AR,1570079316,43,-43.3,-65.11,44.46,10.0
Petrovac,20,RS,1570079316,82,43.03,21.82,59.0,5.82
Vanimo,22,PG,1570079317,69,-2.67,141.3,83.7,7.11
Hauterive,1,CA,1570079317,74,49.18,-68.27,37.4,6.93
Lasa,40,CY,1570079317,77,34.92,32.53,68.0,6.93
Waldshut-Tiengen,40,DE,1570079037,93,47.62,8.22,45.0,2.24
Kaitangata,75,NZ,1570079318,62,-46.28,169.85,50.0,5.01
Kapit,33,MY,1570079318,48,2.02,112.94,92.03,3.04
Lisakovsk,72,KZ,1570079318,43,52.55,62.49,52.83,12.12
Keti Bandar,65,PK,1570079319,77,24.14,67.45,82.84,16.75
Nanding,76,CN,1570079319,67,24.87,105.42,77.53,7.2
Walvis Bay,90,NA,1570079319,87,-22.95,14.51,57.2,8.05
Tankhoy,0,RU,1570079320,47,51.55,105.12,45.29,6.13
Beloha,95,MG,1570079073,73,-25.17,45.06,74.32,13.6
Caohai,95,CN,1570079320,70,26.87,104.28,67.09,8.41
Gao,69,ML,1570079321,41,16.28,-0.04,85.63,7.67
Chama,42,ZM,1570079321,54,-11.22,33.16,79.25,0.36
San Luis,23,AR,1570079265,25,-33.3,-66.34,54.23,20.47
Igrim,100,RU,1570079322,80,63.19,64.42,47.32,10.92
Dalnerechensk,100,RU,1570079322,83,45.93,133.72,57.64,10.76
Imeni Poliny Osipenko,65,RU,1570079323,43,52.42,136.49,44.59,4.16
Thunder Bay,90,CA,1570079324,75,48.41,-89.26,43.0,10.29
Areosa,0,PT,1570079324,100,41.72,-8.86,59.0,5.82
Ipira,100,BR,1570079324,98,-27.41,-51.77,65.2,1.61
San Patricio,100,PY,1570079325,95,-26.98,-56.83,66.69,5.97
Galesong,20,ID,1570079328,43,-5.32,119.37,91.4,12.75
Coquimbo,0,CL,1570079329,76,-29.95,-71.34,51.8,9.17
Aracati,0,BR,1570079329,84,-4.56,-37.77,69.01,4.16
Megion,0,RU,1570079330,70,61.04,76.11,48.2,11.18
Peterhead,20,AU,1570079197,72,-34.83,138.5,73.99,18.34
Tromso,75,NO,1570079194,80,69.65,18.96,35.6,5.82
Vilyuysk,1,RU,1570079331,53,63.75,121.63,34.16,4.5
Luau,25,CD,1570079332,66,-10.7,22.23,73.49,2.86
Espanola,91,CA,1570079332,81,46.27,-81.77,46.0,7.0
Dawei,55,MM,1570079333,76,14.07,98.19,82.89,7.61
Bidor,75,MY,1570079333,62,4.11,101.29,87.8,6.93
Cedar City,1,US,1570079231,26,37.68,-113.06,46.4,3.36
Tsiroanomandidy,64,MG,1570079335,33,-18.77,46.05,81.45,5.23
Labuhan,16,ID,1570079335,45,-2.54,115.51,91.44,4.54
Lata,42,IN,1570079336,66,30.78,78.62,44.39,9.28
Oskemen,0,KZ,1570079340,60,49.96,82.61,42.8,2.24
Vila Franca do Campo,40,PT,1570079340,77,37.72,-25.43,71.01,8.05
Cururupu,6,BR,1570079341,95,-1.82,-44.87,72.0,2.51
Hatta,0,IN,1570079342,64,24.13,79.6,83.43,6.22
Derzhavinsk,86,KZ,1570079343,29,51.1,66.31,52.49,6.33
Chuzhou,0,CN,1570079344,35,32.25,118.33,89.42,2.37
Moron,100,HT,1570079344,77,18.56,-74.26,79.49,3.38
Mount Gambier,90,AU,1570079301,82,-37.83,140.78,57.2,14.99
Hofn,100,IS,1570079345,99,64.25,-15.21,31.64,14.32
Bouza,45,NE,1570079345,57,14.42,6.04,79.7,9.33
Sobolevo,98,RU,1570079346,83,54.43,31.9,53.26,10.18
Borogontsy,100,RU,1570079346,53,62.67,131.17,29.7,8.14
Roald,75,NO,1570079346,93,62.58,6.12,43.0,4.7
Varhaug,0,NO,1570079085,93,58.61,5.65,51.01,6.93
Dauphin,90,CA,1570079347,93,51.15,-100.04,37.4,3.36
Buraydah,0,SA,1570079347,41,26.33,43.97,78.8,4.7
Port Hardy,90,CA,1570079347,100,50.7,-127.42,48.2,12.75
La Romana,40,DO,1570079350,88,18.43,-68.97,80.6,4.7
Valer,97,ES,1570079351,75,41.76,-6.18,46.73,1.59
Puerto Cabezas,100,NI,1570079351,96,14.04,-83.39,74.2,2.17
Bandarbeyla,96,SO,1570079353,62,9.49,50.81,81.92,4.85
Maloarkhangelsk,85,RU,1570079354,70,52.4,36.5,54.4,12.41
Kenai,1,US,1570079304,75,60.55,-151.26,44.6,2.24
Charters Towers,100,AU,1570079356,36,-20.07,146.27,81.0,15.95
Kitakata,100,JP,1570079357,67,37.67,139.86,75.99,1.01
Nanortalik,100,GL,1570079357,68,60.14,-45.24,42.21,5.99
Taoudenni,0,ML,1570079099,11,22.68,-3.98,86.54,5.35
Dobrinka,85,RU,1570079358,64,52.17,40.48,55.53,11.03
Chimbote,44,PE,1570079358,92,-9.08,-78.59,60.44,15.46
Torbay,90,CA,1570079104,100,47.66,-52.73,41.0,12.75
Luanda,75,AO,1570079212,94,-8.83,13.24,73.4,5.82
Sechura,80,PE,1570079062,89,-5.56,-80.82,63.11,9.64
Vao,68,EE,1570079359,85,59.1,26.19,43.27,9.04
Bendigo,17,AU,1570079072,23,-36.76,144.28,79.0,3.0
Kununurra,0,AU,1570079360,5,-15.77,128.74,104.0,17.22
Soissons,0,FR,1570079361,92,49.38,3.32,39.2,3.36
Vestmanna,0,FO,1570079363,81,62.16,-7.17,44.6,9.17
Carmen,20,PH,1570079075,59,7.36,125.71,93.99,6.93
Tocopilla,96,CL,1570079364,83,-22.09,-70.2,57.83,5.17
Concepcion,100,CO,1570079365,96,9.56,-73.66,73.84,2.51
Suntar,100,RU,1570079365,92,62.16,117.65,33.97,8.72
Accra,0,GH,1570079223,94,5.56,-0.21,75.2,8.05
Ukiah,1,US,1570079091,67,39.15,-123.21,57.99,2.37
Lubao,3,CD,1570079369,75,-5.39,25.75,76.0,4.65
Sri Aman,75,MY,1570079369,83,1.24,111.46,82.4,3.36
Saint Anthony,1,US,1570079190,64,43.97,-111.68,39.2,3.36
Jucurutu,0,BR,1570079370,75,-6.03,-37.02,69.53,13.0
Morden,90,CA,1570079257,100,49.19,-98.1,39.99,11.41
Bethal,0,ZA,1570079372,85,-26.46,29.47,48.0,5.01
Manta,58,RO,1570079372,65,45.1,24.1,62.77,5.59
Kalabagh,99,PK,1570079373,62,34.07,73.37,78.01,3.0
Ulaanbaatar,75,MN,1570079374,55,47.92,106.92,37.4,4.47
Miraflores,40,PE,1570079374,76,-16.39,-71.52,51.8,5.82
Zharkent,0,KZ,1570079375,58,44.17,80.0,44.75,5.64
Bombo,75,UG,1570079375,93,0.58,32.54,66.2,2.24
Locri,75,IT,1570079377,93,38.24,16.26,68.0,12.75
Greenville,1,US,1570079101,100,34.85,-82.4,79.0,3.42
Moose Factory,1,CA,1570079378,92,51.26,-80.61,28.4,4.7
Panjab,0,AF,1570079378,25,34.38,67.02,50.76,5.77
Vari,20,GR,1570079379,77,37.83,23.8,73.0,6.35
San Policarpo,88,PH,1570079379,72,12.18,125.51,83.79,12.21
Chicama,75,PE,1570079380,88,-7.84,-79.15,62.6,9.17
Alice Springs,0,AU,1570079380,8,-23.7,133.88,95.0,17.22
Canoinhas,100,BR,1570079382,99,-26.18,-50.4,63.14,2.15
Rio Grande,95,BR,1570079383,88,-32.03,-52.1,57.13,13.27
Champerico,75,MX,1570079383,94,16.38,-93.6,71.6,4.81
Padang,70,ID,1570079384,84,-0.92,100.36,78.37,12.62
Ucluelet,100,CA,1570079385,89,48.94,-125.55,50.0,23.47
Altay,0,CN,1570079386,23,47.83,88.13,44.6,5.57
Nueva Loja,100,EC,1570079386,96,0.08,-76.88,70.22,1.97
Kavaratti,20,IN,1570079274,74,10.57,72.64,86.0,2.15
Pathalgaon,86,IN,1570079387,61,22.56,83.46,83.9,4.03
Mossendjo,84,CG,1570079387,92,-2.95,12.72,71.59,1.95
Waipawa,100,NZ,1570079387,65,-39.94,176.59,51.01,3.0
Kondinskoye,100,RU,1570079387,87,59.65,67.41,49.73,17.2
Acapulco,75,MX,1570079388,83,16.86,-99.88,80.6,4.38
Araouane,61,ML,1570079388,20,18.9,-3.53,90.77,6.87
Muros,40,ES,1570079294,100,42.77,-9.06,59.0,4.7
Hoquiam,90,US,1570079378,93,46.98,-123.89,53.01,6.98
Naica,10,MX,1570079390,83,27.86,-105.49,68.9,2.42
Talaya,0,RU,1570079391,55,55.79,84.89,52.0,11.18
Port Hedland,0,AU,1570079361,9,-20.31,118.58,105.8,8.05
Morro Bay,1,US,1570079392,44,35.37,-120.85,59.0,3.36
Staryy Nadym,40,RU,1570079377,82,65.61,72.68,45.94,11.56
Malinovskiy,94,RU,1570079392,71,54.15,34.53,53.5,11.32
Ekhabi,98,RU,1570079393,58,53.51,142.97,41.45,19.89
Ajaccio,0,FR,1570079393,82,41.93,8.74,64.4,8.05
Havoysund,75,NO,1570079394,69,71.0,24.66,37.4,19.46
Bonthe,100,SL,1570079394,92,7.53,-12.5,74.72,3.94
Tutoia,0,BR,1570079394,88,-2.76,-42.27,70.99,4.85
Matara,54,BI,1570079395,97,-3.48,29.48,53.17,4.05
Mudanjiang,100,CN,1570079399,61,44.58,129.6,63.25,17.2
Anshun,96,CN,1570079400,84,26.25,105.93,67.82,7.27
Antofagasta,90,CL,1570079401,76,-23.65,-70.4,57.2,3.36
Las Vegas,75,US,1570079352,18,36.17,-115.15,66.2,5.82
Margate,0,AU,1570079252,20,-43.03,147.26,84.0,13.87
Joacaba,100,BR,1570079403,98,-27.18,-51.5,65.2,1.61
Sassandra,54,CI,1570079403,98,4.95,-6.09,71.53,0.76
Palu,32,ID,1570079404,83,-0.9,119.87,80.78,3.22
Te Anau,20,NZ,1570079404,85,-45.41,167.72,43.04,10.04
Lujiang,40,CN,1570079404,48,31.26,117.28,86.0,4.47
Umm Lajj,0,SA,1570079404,77,25.02,37.27,83.39,11.63
Ayan,20,IR,1570079405,36,38.23,44.7,64.4,4.34
